mapping_version	backend	canonical_kernel_name	shared_kernel_id	family_contract_display_id	semantic_operation_id	kernel_owner_cell_key	member_count
v1	archsimd	convertLatin1ToUTF32	shared-kernel-v1-908b303dc9be3735a4c1e43b87bf93a902f9ea79c423ee64d571290b16196771	FC-v1-latin1-source	op-v1-5176d9d059b5f5fff21b90ce06c2a15a9d27626704f9a9f002798f8f54ec21ab	cell-v1-c8d8f693d56eca6afb0312e23daa4b6de7811d24f372daf095af85e00f0eb4ed	1
v1	archsimd	convertUTF16LEToLatin1WithErrors	shared-kernel-v1-9a41eab34d7a75e76c4077f00feb291d55919d8132f9b2cdf2a43d8097350943	FC-v1-utf16-source	op-v1-23e074688c6da1c3d0e4e2753a70d2f71051002554b52104e12d3ab4ad6edb82	cell-v1-17ceb33f195e69e4af06f6ed089cbad22410dfe9d2e378548f3d4ba23716955b	1
v1	archsimd	convertLatin1ToUTF16BE	shared-kernel-v1-9c3cfb04d28c8a26d1f626f5cb07cccf71898f7c33cbbba5735c05e2e561a0fc	FC-v1-latin1-source	op-v1-6bdeb609715598fd665e96ece3f87d3fbe30a1f94119012db8eef0f8321a5ae8	cell-v1-d0dbe79743c5495beabf485b4b6ab7715a4f770872207567bfca0d95af851ac1	1
v1	archsimd	utf8LengthFromUTF16BE	shared-kernel-v1-9e2f1e149eb8962d2c6cf1fe23a930024e9fa0d2a6a64b93a0096e222faa89cc	FC-v1-utf16-source	op-v1-9dd40313a0fd1522ac7e341f3e47da0e7df68fd14fd7ecab7030f2497b9685d4	cell-v1-48ce9162cad4ae784cf6dc6a87308536fe4b1f751da65a19c011a1031b42250f	1
v1	archsimd	utf8LengthFromLatin1	shared-kernel-v1-9ed4350d8f88122f66b43377df2ff7ba09a3d40af2abb2c5b3194b1045b33ac3	FC-v1-latin1-source	op-v1-f16145af648802b565b96f95a0b48d81e4b24c8a3e638548cb6d147d331ebf1b	cell-v1-25abf158fb26f54db5a883ca660bb96e2685ea87d566c7a55adf3b3355038413	1
v1	archsimd	validateUTF32	shared-kernel-v1-a1508633314045c88462eb1a86e53796f710b81bc734ce1a2275256068f2fc1f	FC-v1-helper-validation	op-v1-fcf3c75ef3a8f35fde8f3d10682e337ae82354741896c312930200ba84199588	cell-v1-bc77cb188994e6966e93e82fc900002dd83efc479a41656fbbf0ec971e5bcaa7	1
v1	archsimd	find	shared-kernel-v1-a41ce3f58811596840f72fd43957cd2a52e6719de6f557bd417fb6d0df5c2ec1	FC-v1-find	op-v1-f457b8d0b8064fed65b7673d88f36043087ed548c21061e445413e0c72973a5e	cell-v1-1144b7348188c7eee331b09b338b6b7f71f1107902b663162ee15dfc64667e8e	1
v1	archsimd	convertLatin1ToUTF8	shared-kernel-v1-a873bb14f437f364cb851fee5ab7ca7e3029284543464e544df9f0478e29db5e	FC-v1-latin1-source	op-v1-3eb929e27b14b04ee5095e916e85c77cd45d0b24c2596dc80e916182a794a411	cell-v1-d676951c3a2c7afd744d8f09f140a0ea8a5e9bcd983798d4f538b9730dab0796	1
v1	archsimd	convertUTF8ToUTF16LEWithErrors	shared-kernel-v1-ae9ac8b659df55ec78d11059cbbc6236e0d2c24f86afb2306736b15e4a1bbdc0	FC-v1-utf8-source	op-v1-40ff3813edc41e431f3dfdfd52ef8beeeb37db6a3a1a28156be20f66ed3e1dca	cell-v1-1e3b9c25e8776a083474e1938f47b58582e7f44153d5778a79cd6c3cb8be6efc	1
v1	archsimd	convertUTF32ToLatin1WithErrors	shared-kernel-v1-b171faa9c3e27efcc6683eb29ae62c82617994b8642984293f81bbc9c485fd16	FC-v1-utf32-source	op-v1-1e18b5d883af6824d11bf9595275b60b5dadfa3aceb16261ccf26a7f62f04ed9	cell-v1-e530cf10d45f4c59618da8dfaab19c3de9943b1288ef78f7ae3286b174cea42e	1
v1	archsimd	convertUTF8ToUTF16BEWithErrors	shared-kernel-v1-b4312a3a1a056089c7a9561004f673cbd97ef76e154b63098dd6aa1ce00b693e	FC-v1-utf8-source	op-v1-40ff3813edc41e431f3dfdfd52ef8beeeb37db6a3a1a28156be20f66ed3e1dca	cell-v1-edc4f921958ca5b8c353f4d2f99209c986289dce15fc1e21c341c521bace3bdf	1
v1	archsimd	convertUTF8ToUTF32WithErrors	shared-kernel-v1-b4a4f692082abad6e73c672459de22648eda4d3d429e4b75e9f23f4f2237d59a	FC-v1-utf8-source	op-v1-e873fa9443cdd8f0da23033c51511f306b365bb447808f2c01e2a44185f4b40d	cell-v1-3777eb6996649fd2a5f2a722e35fc529f50de24795618a220b72685baa4975a5	1
v1	archsimd	convertUTF8ToLatin1	shared-kernel-v1-b5ea95ba65db797aeeb8062335c6712ba50fb1355543a08e8833398e0dc9c76f	FC-v1-utf8-source	op-v1-9faf24b0d77040758b655ad10726a067ac785521ef338911bbc14377e4cd1124	cell-v1-360b45737ee0aa0fe87d1e1de2b20a708e6ee4c8357441d4d65a01641b8a13df	1
v1	archsimd	binaryToBase64WithLines	shared-kernel-v1-b6c2f99598037f8f333ff160e3fb1fbf6ec57e54292bab6aa3b85c36196ec333	FC-v1-base64	op-v1-848432663386540ad98bd7928ec1b28e69d62fd64d15c46ba10443166210a11b	cell-v1-947b1686a49035fa2048a9474b08b07f0ee423aaeb2c5c4b8bce19bffa2949d2	1
v1	archsimd	convertUTF8ToLatin1WithErrors	shared-kernel-v1-b97c506fc8fb218d3cba26f3ca77f5b5b017b8e157ba16e8ed5892009998c0fc	FC-v1-utf8-source	op-v1-9faf24b0d77040758b655ad10726a067ac785521ef338911bbc14377e4cd1124	cell-v1-9bc99363217922bf791460984541da351545ba8fd6f6358e4992b42c302a346a	1
v1	archsimd	convertUTF32ToUTF16BE	shared-kernel-v1-bcb74ade6e6d8988e5ce49b45eef3f0d06f0a860ca54e4e46d49b5371d23c174	FC-v1-utf32-source	op-v1-ea2475b4ee7714eee51951faef2b0c9e3bd230f1ed9c34abab54f52ccdedd4d7	cell-v1-28d16597cba25ffe8d4e0c9c211ddb0eca9c56aa18fc3fe041ac13df969ec350	2
v1	archsimd	convertUTF32ToUTF16LEWithErrors	shared-kernel-v1-c05ca6edb784ecfa9ce2fa875e97dbc9dbc19b99d5a29de41ba06eee76a51563	FC-v1-utf32-source	op-v1-ea2475b4ee7714eee51951faef2b0c9e3bd230f1ed9c34abab54f52ccdedd4d7	cell-v1-9e8a549388cf87f521261f207bd65ea37e034f3782399ecf99638bb9158f2daf	1
v1	archsimd	convertUTF16LEToLatin1	shared-kernel-v1-c537e86b91925cba65875b2a4f14bf3921173b4fe683d6a96323a45c5d25f68e	FC-v1-utf16-source	op-v1-23e074688c6da1c3d0e4e2753a70d2f71051002554b52104e12d3ab4ad6edb82	cell-v1-f40166c34e0d9e9232d7b72024e5a38cb047b5c875d89824e178540a46fce2bc	2
v1	archsimd	convertUTF16LEToUTF32WithErrors	shared-kernel-v1-cef44bb9f54e92c2a0b8b00b3cb101a8bd4a7e9b07df5771776523bbeadbf372	FC-v1-utf16-source	op-v1-6eea92180fce34d88c932293380df3d76d366c3edd7e0ec5957e9ab46316c226	cell-v1-b835157193f186b7e89278b3b1fabfe0cda811f8a09e06ddb2fb7260299ec2f4	1
v1	archsimd	convertUTF16BEToUTF8	shared-kernel-v1-d2411ad923c614b4465ae262de5702f7afd9fe2d3b5dfb4ea33c646e924d6d91	FC-v1-utf16-source	op-v1-9dd40313a0fd1522ac7e341f3e47da0e7df68fd14fd7ecab7030f2497b9685d4	cell-v1-a65f3dafb2fc0f4833ce955d079df161abe424dcc867350a51eb212355283a58	2
v1	archsimd	convertUTF16BEToUTF8WithReplacement	shared-kernel-v1-d49aca521eb9ea2b91b99eeed822b7e8714098d7d2ad0ca5208c380459c14661	FC-v1-utf16-source	op-v1-9dd40313a0fd1522ac7e341f3e47da0e7df68fd14fd7ecab7030f2497b9685d4	cell-v1-406294af92245d5035457b58b357cb11703145a98c6db738b6378f08a066d883	1
v1	archsimd	convertUTF8ToUTF16BE	shared-kernel-v1-e01595244f5dc094c2c2254c3767b5dc67559b0305172f0ca416dfdeda0e7ce2	FC-v1-utf8-source	op-v1-40ff3813edc41e431f3dfdfd52ef8beeeb37db6a3a1a28156be20f66ed3e1dca	cell-v1-10d06ef7dac5abf57859ccfa27a8072e5948b77242da547dd69a97550f2ca1af	1
v1	archsimd	utf32LengthFromUTF16BE	shared-kernel-v1-e235f9aaf6e85bd069c178af8284896c4975d0d6e4c305195e98f8657171ea52	FC-v1-utf16-source	op-v1-6eea92180fce34d88c932293380df3d76d366c3edd7e0ec5957e9ab46316c226	cell-v1-24b49e60f96b3b74eaf8468c22e5e1c96299ef6f107f588c2ee33749d801cfe0	1
v1	archsimd	convertUTF16BEToUTF8WithErrors	shared-kernel-v1-e7b5d9455824014914cc6ea11247270df7156e6e61c04b3fa9f8a0494605efc4	FC-v1-utf16-source	op-v1-9dd40313a0fd1522ac7e341f3e47da0e7df68fd14fd7ecab7030f2497b9685d4	cell-v1-8d125119ea1d7fe5b8b85e6593cb813d77c66fc1dd90df58ea48034790f394d4	1
v1	archsimd	base64ToBinaryUTF16	shared-kernel-v1-e7db26d22da94be95376ed4e327e74c31961f10952f6f9ea4233564f738e4625	FC-v1-base64	op-v1-26b7be20b0edb4bbe19d6040c653a2816d536b2323353575cfe0c48bfbaa7fe5	cell-v1-7991ada1419a1b39067a4bc902026e2449db1367bb31a371998d41e751362bce	2
v1	archsimd	validateUTF16LE	shared-kernel-v1-eb8ff33c47952dee29a6781a25d79699247ad801d855b7e05f69b9198a8a6794	FC-v1-helper-validation	op-v1-746f2ddb034fd6031f7480dc27f8384c48b313010cdf7ce853d620b940e70a90	cell-v1-b603844f2b0c87ab4491d26f439b1e133e28d9eb52f63a7d3efd127b5b7b62f9	1
v1	archsimd	detectEncodings	shared-kernel-v1-f49f9b7f3ce484d150a9c1d327c238b4d76e1159949d4346abd910f94c9e7053	FC-v1-detection	op-v1-8bf5280de3f19b673c2a0021cc5bd4e7d81ea47005039910cedb58431cb8b159	cell-v1-dd2188dbf84e24449114bd7417d380fc7c1977ef7a6d8f14f169587a69673a66	1
v1	archsimd	utf8LengthFromUTF32	shared-kernel-v1-f8c23777b3cdfae1b114444d8b944082460659afb6a6a9f5c7fd97f2b919e060	FC-v1-utf32-source	op-v1-f16145af648802b565b96f95a0b48d81e4b24c8a3e638548cb6d147d331ebf1b	cell-v1-d0952d53b1da186a339dc3908cf37e5e43a4693c9a85112fcbbfa74aa4587f5a	1
v1	haswell	utf32LengthFromUTF16LE	shared-kernel-v1-002ebc09a170519543980c00ffa4752de06d32708bfc526428c5b3932713bd34	FC-v1-utf16-source	op-v1-6eea92180fce34d88c932293380df3d76d366c3edd7e0ec5957e9ab46316c226	cell-v1-2f5319af3d728e9ecd18cb3e4851e8e1f3dae98fe1e6727f6d536a2635f52abb	1
v1	haswell	utf8LengthFromUTF16BEWithReplacement	shared-kernel-v1-022e976593c72ef191c23c54c1ef47333e76079ae1c4424251be104ea18a9575	FC-v1-utf16-source	op-v1-f16145af648802b565b96f95a0b48d81e4b24c8a3e638548cb6d147d331ebf1b	cell-v1-6301c8448be79b042bc7c7c3ad417a72be154918e6fae5c2fc46fef74670e0e4	1
v1	haswell	convertValidUTF8ToUTF16LE	shared-kernel-v1-042b827b957cf5aaad3440a28af309de017101de7a25622573074b99e92ca2d8	FC-v1-utf8-source	op-v1-40ff3813edc41e431f3dfdfd52ef8beeeb37db6a3a1a28156be20f66ed3e1dca	cell-v1-8272c48e7cfe43793c84737d9946061584231ae5cf446305be2a6e0a408d98c3	1
v1	haswell	validateUTF32WithErrors	shared-kernel-v1-0acb701d6541b6981334ede5aea89d24e44114410b3ded7ced22085d21a9b437	FC-v1-helper-validation	op-v1-fcf3c75ef3a8f35fde8f3d10682e337ae82354741896c312930200ba84199588	cell-v1-7ca7423e128b71bba2cf0c4eea5a72fede7476dc073ab0aa559bb42b49e49383	1
v1	haswell	convertUTF32ToUTF16BEWithErrors	shared-kernel-v1-0b068f36594059824fbd00ba7a724fa857595c135ccb958996206843291d2af8	FC-v1-utf32-source	op-v1-ea2475b4ee7714eee51951faef2b0c9e3bd230f1ed9c34abab54f52ccdedd4d7	cell-v1-ba20446d9d0cb13daf14c459311fb4b597a820dfdc20edd98b56c46263266b3c	1
v1	haswell	utf32LengthFromUTF16BE	shared-kernel-v1-0e391aa02188bd4c0bbc847caf37c0a8de763ef6f9ef92919876a9946e7e1296	FC-v1-utf16-source	op-v1-6eea92180fce34d88c932293380df3d76d366c3edd7e0ec5957e9ab46316c226	cell-v1-8760bc97c175e3fccf5abf0ace7a17dd6c0e24e75ab50e086fcd1dc91dceb6a2	1
v1	haswell	convertLatin1ToUTF8	shared-kernel-v1-18a706bb05fe8dfa656e8198715b450c516f6fb0c6578ca030b25410f15bca76	FC-v1-latin1-source	op-v1-3eb929e27b14b04ee5095e916e85c77cd45d0b24c2596dc80e916182a794a411	cell-v1-c4cddcbb6929160a08e04a544dbdc1ea2bf544f7d2e6322d969e5e31481724a5	1
v1	haswell	convertUTF8ToUTF32WithErrors	shared-kernel-v1-1b0303ce8ebdd3d0613c388a551c7b800cb7d3d0add591b49b49a1150b12e6ea	FC-v1-utf8-source	op-v1-e873fa9443cdd8f0da23033c51511f306b365bb447808f2c01e2a44185f4b40d	cell-v1-64472e849b97cf153aaafc7d8cfed1096a10b57b75da7422b4f9b1f49ea4fecd	1
v1	haswell	binaryLengthFromBase64	shared-kernel-v1-1b76bd1243c154b9421040a817ae525cb7887c058445beddcd1cf100a377e65e	FC-v1-base64	op-v1-26b7be20b0edb4bbe19d6040c653a2816d536b2323353575cfe0c48bfbaa7fe5	cell-v1-156b1872b9577ab14c582fd6ef96a0c7baffd3b74df1fd60101cdf528af5effe	1
v1	haswell	convertUTF16BEToUTF8WithErrors	shared-kernel-v1-27c111af29907c26f4462d15c65e9826c22b0976243b282a81703d1242f48000	FC-v1-utf16-source	op-v1-9dd40313a0fd1522ac7e341f3e47da0e7df68fd14fd7ecab7030f2497b9685d4	cell-v1-0d80df021182fffbdd7a1121f34a843877eeba4827da3e5dd6699df6279d675e	1
v1	haswell	convertUTF32ToUTF8WithErrors	shared-kernel-v1-2bfb937cfbcd455db9de707082cb4d448a6455d9831f3bc3c0f70a79fa592432	FC-v1-utf32-source	op-v1-ab0bc72785d23b8753a399b8c46dce11e242254d665fb6c0e7d355fc76f47d7a	cell-v1-560336e6de656fd69f9c26e7c180a3962b6833f7373d57ec9a1a0f42674b9f93	1
v1	haswell	utf8LengthFromLatin1	shared-kernel-v1-367b1a9678927aea9062247696a5cae0fbbd0da3e590d7af96feb2505c8cdef1	FC-v1-latin1-source	op-v1-f16145af648802b565b96f95a0b48d81e4b24c8a3e638548cb6d147d331ebf1b	cell-v1-4895cbfedc5019f7855cbbb01e33f57284c832b8a802e711a454d19ddd7432f9	1
v1	haswell	convertUTF32ToUTF16LE	shared-kernel-v1-3738004ac189f0f6c3e32570e6ad97621fb81cbc3e26075008646998a3faef84	FC-v1-utf32-source	op-v1-ea2475b4ee7714eee51951faef2b0c9e3bd230f1ed9c34abab54f52ccdedd4d7	cell-v1-55ee78d0a650620d71aa1f11e290f00b39120ce6ba802bb89063be86d0a232b2	2
v1	haswell	convertUTF8ToUTF16BE	shared-kernel-v1-39c23736be77efff83a8c3004d0af232823b01981f03cd1b7870762d73977d73	FC-v1-utf8-source	op-v1-40ff3813edc41e431f3dfdfd52ef8beeeb37db6a3a1a28156be20f66ed3e1dca	cell-v1-7b6bd0fb325cb736ba4e351e203166a8b4e6405820cf31e881c7bce4ebcbb863	1
v1	haswell	convertUTF8ToLatin1	shared-kernel-v1-39c9c5cd2d016bf3ca324b78c2d6c522f89fa12bc79508dc8d036507cc455d7f	FC-v1-utf8-source	op-v1-9faf24b0d77040758b655ad10726a067ac785521ef338911bbc14377e4cd1124	cell-v1-d6bfbc8e69e8852503fda3dca9607a79aa708d0976b93d7d5b8a30747f958ef4	1
v1	haswell	binaryToBase64WithLines	shared-kernel-v1-3ad47991dc2a4b338951c2703dda2c56b58d0b280c620ca3b027f08528627f71	FC-v1-base64	op-v1-848432663386540ad98bd7928ec1b28e69d62fd64d15c46ba10443166210a11b	cell-v1-9a1c8001eb3544d4985474790e61ec0148ab8b6a25a4a27da46f1583a250b7c2	1
v1	haswell	utf8LengthFromUTF16LE	shared-kernel-v1-3af1d17fb2463e870dec3be3da33c4d150047f29fdb6e0ef3886e2e32b0e3afe	FC-v1-utf16-source	op-v1-9dd40313a0fd1522ac7e341f3e47da0e7df68fd14fd7ecab7030f2497b9685d4	cell-v1-317a31bf118cb0bca022cdf09850810697063bdcc47314f639b52805134f4a34	1
v1	haswell	find	shared-kernel-v1-3e40b1d77da36d5f8cd5393d157a81f8828feb9627f0d908ab7c98641181587c	FC-v1-find	op-v1-f457b8d0b8064fed65b7673d88f36043087ed548c21061e445413e0c72973a5e	cell-v1-0f7529106c0142f76185b0df293fa67ef260d2fa1c59e932eb51da47d1badaf3	1
v1	haswell	detectEncodings	shared-kernel-v1-4004e5dee4f9ddc9778bb36827413e275691f783322c3f79af39f083cd92b1a4	FC-v1-detection	op-v1-8bf5280de3f19b673c2a0021cc5bd4e7d81ea47005039910cedb58431cb8b159	cell-v1-167cda8f79e14c93dbeae5d915e74e5ce92d914f2d14d6f1655f28afc04b07ac	1
v1	haswell	convertUTF16LEToUTF8WithErrors	shared-kernel-v1-4399304f846bbdd05eb30df0cf802e4ff262354d8400187b8edf4581398b385b	FC-v1-utf16-source	op-v1-9dd40313a0fd1522ac7e341f3e47da0e7df68fd14fd7ecab7030f2497b9685d4	cell-v1-ab27334b08d5c12897571149904b7015d08945e868692715f0c915436ff6e7ef	1
v1	haswell	convertUTF16LEToLatin1	shared-kernel-v1-43f20751aff4691528a8c6b554d9d24c073df2f4c4cff01c115db581a67d4aed	FC-v1-utf16-source	op-v1-23e074688c6da1c3d0e4e2753a70d2f71051002554b52104e12d3ab4ad6edb82	cell-v1-56f8c07d09156934d94b957df6e45a5a31bc93855fd2826fffa77a2fef24128a	2
v1	haswell	convertUTF16LEToLatin1WithErrors	shared-kernel-v1-4657476d034aca47c3b85a345e02620de1d16973228f5524a4e05c0336359029	FC-v1-utf16-source	op-v1-23e074688c6da1c3d0e4e2753a70d2f71051002554b52104e12d3ab4ad6edb82	cell-v1-7986c5620226a3f3375ee10594edf4fe782035280e838880fadf91fcb9f6479d	1
v1	haswell	findUTF16	shared-kernel-v1-4c52e6f2af88caf803939bd612676df386d7cf2d9245548b936d9a1ea2a5fec6	FC-v1-find	op-v1-f457b8d0b8064fed65b7673d88f36043087ed548c21061e445413e0c72973a5e	cell-v1-52a8c7a91aa3cdc06253f8471e1a7f5d00ded22ac8e66974e4879bb0d0109d26	1
v1	haswell	convertUTF32ToUTF8	shared-kernel-v1-5276453b2d6abcc2992364b64177fefae83c5c38c96cc19a61b3a46df6755091	FC-v1-utf32-source	op-v1-ab0bc72785d23b8753a399b8c46dce11e242254d665fb6c0e7d355fc76f47d7a	cell-v1-25076a767de3debdb28258403726e72c131d6b949c99b6fca397cbee01105361	2
v1	haswell	convertUTF8ToUTF16LE	shared-kernel-v1-5c908cb60ec36a778e0641f4ff570909f3c710cbff91edd2680ddcc3e68ea28c	FC-v1-utf8-source	op-v1-40ff3813edc41e431f3dfdfd52ef8beeeb37db6a3a1a28156be20f66ed3e1dca	cell-v1-121aeead3bbd28c1f364112d56230d9519dcf082b24d036d071a7187b8a9a1eb	1
v1	haswell	convertUTF32ToUTF16BE	shared-kernel-v1-5c910404518d7143f0efa0d117ca8620abc94aa246c76de9806475164b1a6470	FC-v1-utf32-source	op-v1-ea2475b4ee7714eee51951faef2b0c9e3bd230f1ed9c34abab54f52ccdedd4d7	cell-v1-8003e7b5d95b64da869949363a016385cb1b4d1d10ec297b9737ef2ccfb05351	2
v1	haswell	convertValidUTF8ToUTF16BE	shared-kernel-v1-5d9a0fb349ccdb039725cf18c27bf3e65dd5906c6f0d5c751aa3dad55289de0f	FC-v1-utf8-source	op-v1-40ff3813edc41e431f3dfdfd52ef8beeeb37db6a3a1a28156be20f66ed3e1dca	cell-v1-af7e746bdbd3e8d2dadb7c3cd27e19e9ae5db144864ef921e54dab23b2317b24	1
v1	haswell	convertLatin1ToUTF32	shared-kernel-v1-5ef98def7f56fbaabe2854c2d53d21b653f12fd21de2b560fafbaa42428945b2	FC-v1-latin1-source	op-v1-5176d9d059b5f5fff21b90ce06c2a15a9d27626704f9a9f002798f8f54ec21ab	cell-v1-1a96f542f4ec4e785c80dc1fd660adaa69269ee8ab170affef5787e86f862d42	1
v1	haswell	convertUTF16LEToUTF32WithErrors	shared-kernel-v1-5f066178895d0ae379e7ec83da5725c2c1bba39f5bd73124cd94df824885835d	FC-v1-utf16-source	op-v1-6eea92180fce34d88c932293380df3d76d366c3edd7e0ec5957e9ab46316c226	cell-v1-039ce69a535dd272776471f091fd166475ac850b7f70c1f2da2a2f265d64dcff	1
v1	haswell	binaryToBase64	shared-kernel-v1-623af46488ea94a9f528c933fdec1c3c597fde55d77907452e1fca13dd368407	FC-v1-base64	op-v1-848432663386540ad98bd7928ec1b28e69d62fd64d15c46ba10443166210a11b	cell-v1-2d4281f357be7dd721e0d24ba97615bcb5cc30b3b5a4e6f6cc22dd795a5990cd	1
v1	haswell	convertUTF8ToUTF16BEWithErrors	shared-kernel-v1-6345348ffc9d971660389002e3f962003e70d664470f6b44db7f9273c931a661	FC-v1-utf8-source	op-v1-40ff3813edc41e431f3dfdfd52ef8beeeb37db6a3a1a28156be20f66ed3e1dca	cell-v1-1374866abf605f563b3d6a3d52c0a1e52b635dd5dbeb42b18d9217bf12c74e3e	1
v1	haswell	utf16LengthFromUTF32	shared-kernel-v1-65c348828c5a4f2b2c2bef79bee9445a6c6f3a9f9f9c5da015bf85111547ba36	FC-v1-utf32-source	op-v1-f16145af648802b565b96f95a0b48d81e4b24c8a3e638548cb6d147d331ebf1b	cell-v1-1418a2c3909eafecd7c63b907d2aee8371c26e6c8be8fcb8c0b312a4cff3ee02	1
v1	haswell	convertUTF32ToLatin1	shared-kernel-v1-664c66bfd22454ad72f4ebeb9ca70ac3fa4e32e0a5f73f5f0e06f63e59c21f39	FC-v1-utf32-source	op-v1-1e18b5d883af6824d11bf9595275b60b5dadfa3aceb16261ccf26a7f62f04ed9	cell-v1-830eb9fe5729985abcdbaef54d2c29cb58e5fb93ee6d6593fd31a13bb2cb800f	2
v1	haswell	countUTF16BE	shared-kernel-v1-66c66904a4af4b55b885137a0bfa4102e59bc17685a2a76e3efa89b7bb298dde	FC-v1-utf16-source	op-v1-f16145af648802b565b96f95a0b48d81e4b24c8a3e638548cb6d147d331ebf1b	cell-v1-dd21c7359163303f20cae5413b9d860b1afba64a0eef1233d00289b9250f9086	1
v1	haswell	convertUTF16LEToUTF8	shared-kernel-v1-6b28a5c809208f575df9731ae6388ee3038bb4dfd4ec2e2498ac1a857d575ab2	FC-v1-utf16-source	op-v1-9dd40313a0fd1522ac7e341f3e47da0e7df68fd14fd7ecab7030f2497b9685d4	cell-v1-2aa70d9f214ea94eab56603b116fbd2f38ffa76959b93d0b512ea24d104c3ac0	2
v1	haswell	convertUTF8ToUTF32	shared-kernel-v1-70fcbc13817d7cc771bf5e0f5485296fd28314ce9116ea27e5e7bf7febadc606	FC-v1-utf8-source	op-v1-e873fa9443cdd8f0da23033c51511f306b365bb447808f2c01e2a44185f4b40d	cell-v1-71e891de3bdc3af599cbcb94dc84d03d7f274b366280c017e08849f897b73da1	1
v1	haswell	base64ToBinaryUTF16	shared-kernel-v1-722ade7188f45182adf5eefaf7fe5ab9a6feb682861951713304a76d108e2497	FC-v1-base64	op-v1-26b7be20b0edb4bbe19d6040c653a2816d536b2323353575cfe0c48bfbaa7fe5	cell-v1-5e6a0dba608d94ff8633cfe0f55f5c223f291df0842bef9746a15ebbb4dd027b	2
v1	haswell	countUTF16LE	shared-kernel-v1-737e72127bab85a06b1c937b34f6d06cc82f81346b0678fb65b10cb4d3daff2a	FC-v1-utf16-source	op-v1-f16145af648802b565b96f95a0b48d81e4b24c8a3e638548cb6d147d331ebf1b	cell-v1-9e3cda4c011ba64816603759c406109ebd9b6bba5f17e73ea45704f6095fb7db	1
v1	haswell	validateUTF16LEWithErrors	shared-kernel-v1-741d4303f4401a960b43e591e493410ae12da24d6430e4d9683a400bfa463d47	FC-v1-helper-validation	op-v1-746f2ddb034fd6031f7480dc27f8384c48b313010cdf7ce853d620b940e70a90	cell-v1-4db9f9e1d21237194ae230ecec02af49e892b971ea966b322d129ab63566b06a	1
v1	haswell	validateUTF16LE	shared-kernel-v1-750c7e4e682b90fb521102b4e64837bb370b6b7b08a708122e7d6b656ce9a244	FC-v1-helper-validation	op-v1-746f2ddb034fd6031f7480dc27f8384c48b313010cdf7ce853d620b940e70a90	cell-v1-8a8700e58c25b9848e16d6a46ea69dba10cef59e23c7cd7b080177977929d29d	1
v1	haswell	convertUTF16LEToUTF8WithReplacement	shared-kernel-v1-75acafee2b629746eecfa30b263297017cab7b24a6bd9727e78961454b25c7ae	FC-v1-utf16-source	op-v1-9dd40313a0fd1522ac7e341f3e47da0e7df68fd14fd7ecab7030f2497b9685d4	cell-v1-ccb03660d9cbf79e6ac5d42ebf2fb9882d2f2527ae1b6eaa443bc4f979c2725e	1
v1	haswell	convertUTF8ToUTF16LEWithErrors	shared-kernel-v1-774e7e10a57dca16988240bbf74e983a53fa0440f04d19f5f393fc71e372d49d	FC-v1-utf8-source	op-v1-40ff3813edc41e431f3dfdfd52ef8beeeb37db6a3a1a28156be20f66ed3e1dca	cell-v1-3768684f13f6a8318229d37e6dc379258caebcaf7a6246361a71f17e287923d8	1
v1	haswell	toWellFormedUTF16BE	shared-kernel-v1-79691dec937c8a2ec81e0f53a6696fce423452a2189e0512d54dfd844f818c5c	FC-v1-helper-validation	op-v1-9a03658c5a22f236d7c1ed6a8e4dd239f57ce39a454a43d6890cf3e1212f178a	cell-v1-4fd7022e572a061cb379ee91100b260e8351aa71b53e3cd4120442a007cfddc0	1
v1	haswell	convertUTF32ToUTF16LEWithErrors	shared-kernel-v1-8abcbf8480e2423fede6ed293dc6d1a06d2d7067c668c022ab4f90aeebdce527	FC-v1-utf32-source	op-v1-ea2475b4ee7714eee51951faef2b0c9e3bd230f1ed9c34abab54f52ccdedd4d7	cell-v1-ae857bc00696c34aee2626bccd650be70075f10a4fcd24c4d07c9f70c913fc8f	1
v1	haswell	convertLatin1ToUTF16LE	shared-kernel-v1-91ce3675d69dfda32ff27b3f133058f58bbfc464f018ea59fa8454cf319b2130	FC-v1-latin1-source	op-v1-6bdeb609715598fd665e96ece3f87d3fbe30a1f94119012db8eef0f8321a5ae8	cell-v1-7dbb769d0336b0ea7c1b6c912ad93a2eea1964e1453761bcacccc41c5b2fe217	1
v1	haswell	convertLatin1ToUTF16BE	shared-kernel-v1-a3a9c545f0b50ca3ba51a2513de075f21e3aaab96492d3872b10a5f63bebc2dc	FC-v1-latin1-source	op-v1-6bdeb609715598fd665e96ece3f87d3fbe30a1f94119012db8eef0f8321a5ae8	cell-v1-7814dc0eb906770e1ea4ceca79586b24a3d13b743830a33a40aeb987766bb1a7	1
v1	haswell	convertUTF16BEToUTF32WithErrors	shared-kernel-v1-a64fd7a04fc650b147c83fef4142d509b92db018fc7d0343bb3eb48420c8f75a	FC-v1-utf16-source	op-v1-6eea92180fce34d88c932293380df3d76d366c3edd7e0ec5957e9ab46316c226	cell-v1-86a8f5abdc9e0df32f947fcb1b9d3f192ad47a442968f010c308e79365ca1de2	1
